incident_id,offense_id,objectid,offense_code,offense_code_extension,offense_type_id,offense_category_id,first_occurrence_dt,last_occurrence_dt,reported_dt,incident_date,reported_date,incident_address,geo_lon,geo_lat,geo_x,geo_y,district_id,precinct_id,neighborhood_id,is_crime,is_traffic,victim_count,x,y
DP202110000,DP202110000230500,65099,2305,0,theft-items-from-vehicle,theft-from-motor-vehicle,"2021-01-06 08:00:00","2021-01-06 01:00:00","2021-01-06 20:05:00",2021-01-06,2021-01-06,"19829 E 47TH DR",-104.758823,39.783406,0,0,5,523,gateway-green-valley-ranch,1,0,1,999999.999999,999999.999999
DP2021100000,DP2021100000131506,124696,1315,6,agg-aslt-shoot,aggravated-assault,"2021-02-19 05:15:00",NULL,"2021-02-19 06:31:00",2021-02-19,2021-02-19,"E 8TH AVE / N QUEBEC ST",-104.903470,39.729284,0,0,3,321,montclair,1,0,1,999999.999999,999999.999999
DP2021100006,DP2021100006521300,8004,5213,0,weapon-unlawful-discharge-of,all-other-crimes,"2021-02-19 06:28:00",NULL,"2021-02-19 06:52:00",2021-02-19,2021-02-19,"2905 N CLAYTON ST",-104.955224,39.758393,0,0,2,213,skyland,1,0,1,999999.999999,999999.999999
DP2021100026,DP2021100026521201,6987,5212,1,weapon-by-prev-offender-powpo,all-other-crimes,"2021-02-19 06:54:00",NULL,"2021-02-19 10:04:00",2021-02-19,2021-02-19,"E CEDAR AVE / S BROADWAY ST",-104.987543,39.712989,0,0,3,311,baker,1,0,1,999999.999999,999999.999999
DP2021100037,DP2021100037230500,71353,2305,0,theft-items-from-vehicle,theft-from-motor-vehicle,"2021-02-19 06:47:00",NULL,"2021-02-19 07:43:00",2021-02-19,2021-02-19,"4837 N DUNKIRK ST",-104.761978,39.784510,0,0,5,523,gateway-green-valley-ranch,1,0,1,999999.999999,999999.999999
DP2021100080,DP2021100080240400,96462,2404,0,theft-of-motor-vehicle,auto-theft,"2021-02-19 07:49:00",NULL,"2021-02-19 07:49:00",2021-02-19,2021-02-19,"1300 BLK N XENIA ST / YOSEMITE ST ALLEY",-104.885748,39.737988,0,0,2,223,east-colfax,1,0,1,999999.999999,999999.999999
DP2021100117,DP2021100117131100,30927,1311,0,agg-aslt-police-weapon,all-other-crimes,"2021-02-19 08:51:00",NULL,"2021-02-19 11:01:00",2021-02-19,2021-02-19,"800 BLOCK 20TH ST",-104.988512,39.749705,0,0,6,611,cbd,1,0,1,999999.999999,999999.999999
DP2021100117,DP2021100117501600,6330,5016,0,violation-of-restraining-order,all-other-crimes,"2021-02-19 08:51:00",NULL,"2021-02-19 11:01:00",2021-02-19,2021-02-19,"800 BLOCK 20TH ST",-104.988512,39.749705,0,0,6,611,cbd,1,0,1,999999.999999,999999.999999
DP2021100154,DP2021100154220400,27369,2204,0,burglary-residence-no-force,burglary,"2021-02-19 08:30:00","2021-02-19 01:48:00","2021-02-19 08:48:00",2021-02-19,2021-02-19,"5500 BLK N HELENA ST",-104.807497,39.795164,0,0,5,522,gateway-green-valley-ranch,1,0,1,999999.999999,999999.999999
DP2021100154,DP2021100154360500,161834,3605,0,indecent-exposure,other-crimes-against-persons,"2021-02-19 08:30:00","2021-02-19 01:48:00","2021-02-19 08:48:00",2021-02-19,2021-02-19,"5500 BLK N HELENA ST",-104.807497,39.795164,0,0,5,522,gateway-green-valley-ranch,1,0,1,999999.999999,999999.999999
DP2021100182,DP2021100182489900,4784,4899,0,police-interference,all-other-crimes,"2021-02-19 09:07:00",NULL,"2021-02-19 10:32:00",2021-02-19,2021-02-19,"I70 HWYEB / N BRIGHTON BLVD",-104.967168,39.779882,0,0,2,212,elyria-swansea,1,0,1,999999.999999,999999.999999
DP2021100186,DP2021100186240400,100151,2404,0,theft-of-motor-vehicle,auto-theft,"2021-02-19 09:13:00",NULL,"2021-02-19 09:22:00",2021-02-19,2021-02-19,"4933 N DURHAM CT",-104.820133,39.783254,0,0,5,521,montbello,1,0,1,999999.999999,999999.999999
DP2021100192,DP2021100192131500,24958,1315,0,aggravated-assault,aggravated-assault,"2021-02-19 09:19:00",NULL,"2021-02-19 10:24:00",2021-02-19,2021-02-19,"1200 BLK N CHEROKEE ST",-104.991526,39.736275,0,0,6,611,civic-center,1,0,1,999999.999999,999999.999999
DP202110021,DP202110021230500,44328,2305,0,theft-items-from-vehicle,theft-from-motor-vehicle,"2021-01-05 23:30:00","2021-01-06 07:45:00","2021-01-06 20:55:00",2021-01-05,2021-01-06,"5000 S STUART CT",-105.043087,39.630083,0,0,4,423,fort-logan,1,0,1,999999.999999,999999.999999
DP2021100227,DP2021100227299901,152153,2999,1,criminal-mischief-mtr-veh,public-disorder,"2021-02-19 09:50:00","2021-02-19 02:58:00","2021-02-19 10:10:00",2021-02-19,2021-02-19,"1800 BLOCK CALIFORNIA ST",-104.989119,39.747473,0,0,6,611,cbd,1,0,1,999999.999999,999999.999999
DP2021100234,DP2021100234359900,161438,3599,0,drug-pcs-other-drug,drug-alcohol,"2021-02-19 10:10:00",NULL,"2021-02-19 11:46:00",2021-02-19,2021-02-19,"1165 S BROADWAY ST",-104.987675,39.694925,0,0,3,313,overland,1,0,1,999999.999999,999999.999999
DP2021100270,DP2021100270131500,24756,1315,0,aggravated-assault,aggravated-assault,"2021-02-19 10:44:00",NULL,"2021-02-19 12:05:00",2021-02-19,2021-02-19,"4400 BLK W EXPOSITION AVE",-105.045039,39.704133,0,0,4,412,westwood,1,0,1,999999.999999,999999.999999
DP2021100275,DP2021100275230500,71687,2305,0,theft-items-from-vehicle,theft-from-motor-vehicle,"2021-02-18 20:00:00","2021-02-19 03:45:00","2021-02-19 10:49:00",2021-02-18,2021-02-19,"4685 N QUEBEC ST",-104.904671,39.782089,0,0,2,221,northeast-park-hill,1,0,1,999999.999999,999999.999999
DP202110031,DP202110031240400,92565,2404,0,theft-of-motor-vehicle,auto-theft,"2021-01-06 15:20:00","2021-01-06 09:40:00","2021-01-06 18:13:00",2021-01-06,2021-01-06,"W 7TH AVE / N ELATI ST",-104.994023,39.727342,0,0,1,123,lincoln-park,1,0,1,999999.999999,999999.999999
DP2021100350,DP2021100350240400,117736,2404,0,theft-of-motor-vehicle,auto-theft,"2021-02-19 03:00:00","2021-02-19 04:00:00","2021-02-19 12:19:00",2021-02-19,2021-02-19,"3210 N ELIZABETH ST",-104.955752,39.762291,0,0,2,212,clayton,1,0,1,999999.999999,999999.999999
DP2021100387,DP2021100387230500,62341,2305,0,theft-items-from-vehicle,theft-from-motor-vehicle,"2021-02-19 12:15:00",NULL,"2021-02-19 12:22:00",2021-02-19,2021-02-19,"1100 N PONTIAC ST",-104.905574,39.733129,0,0,2,223,montclair,1,0,1,999999.999999,999999.999999
DP2021100391,DP2021100391240400,84784,2404,0,theft-of-motor-vehicle,auto-theft,"2021-02-19 12:20:00","2021-02-19 05:30:00","2021-02-19 12:49:00",2021-02-19,2021-02-19,"1450 S UTICA ST",-105.044947,39.690395,0,0,4,421,mar-lee,1,0,1,999999.999999,999999.999999
DP2021100448,DP2021100448220300,46556,2203,0,burglary-business-by-force,burglary,"2021-02-18 20:30:00","2021-02-19 06:00:00","2021-02-19 13:42:00",2021-02-18,2021-02-19,"4918 E COLFAX AVE",-104.929860,39.739984,0,0,2,222,hale,1,0,1,999999.999999,999999.999999
DP2021100473,DP2021100473240400,99351,2404,0,theft-of-motor-vehicle,auto-theft,"2021-02-19 13:40:00","2021-02-19 06:42:00","2021-02-19 13:47:00",2021-02-19,2021-02-19,"5180 N GRAY ST",-105.060079,39.790459,0,0,1,111,regis,1,0,1,999999.999999,999999.999999
DP2021100514,DP2021100514240400,98862,2404,0,theft-of-motor-vehicle,auto-theft,"2021-02-19 14:27:00",NULL,"2021-02-19 14:27:00",2021-02-19,2021-02-19,"7304 E 29TH AVE",-104.902578,39.757940,0,0,5,512,central-park,1,0,1,999999.999999,999999.999999
DP2021100523,DP2021100523299901,159781,2999,1,criminal-mischief-mtr-veh,public-disorder,"2021-02-18 21:00:00","2021-02-18 22:30:00","2021-02-19 15:21:00",2021-02-18,2021-02-19,"10425 E 31ST AVE",-104.866700,39.761436,0,0,5,512,central-park,1,0,1,999999.999999,999999.999999
DP2021100533,DP2021100533131300,15752,1313,0,assault-simple,other-crimes-against-persons,"2021-02-19 14:00:00","2021-02-19 07:30:00","2021-02-19 15:14:00",2021-02-19,2021-02-19,"2200 BLOCK LAWRENCE ST",-104.988641,39.754560,0,0,6,611,five-points,1,0,1,999999.999999,999999.999999
DP202110054,DP202110054131300,17527,1313,0,assault-simple,other-crimes-against-persons,"2021-01-06 17:02:00",NULL,"2021-01-06 18:16:00",2021-01-06,2021-01-06,"3083 N BRIGHTON BLVD",-104.984558,39.766635,0,0,6,612,five-points,1,0,1,999999.999999,999999.999999
DP202110054,DP202110054570700,10918,5707,0,criminal-trespassing,all-other-crimes,"2021-01-06 17:02:00",NULL,"2021-01-06 18:16:00",2021-01-06,2021-01-06,"3083 N BRIGHTON BLVD",-104.984558,39.766635,0,0,6,612,five-points,1,0,1,999999.999999,999999.999999
DP2021100542,DP2021100542239900,69211,2399,0,theft-other,larceny,"2021-02-16 22:30:00","2021-02-16 16:30:00","2021-02-19 15:07:00",2021-02-16,2021-02-19,"00 BLK POLO FIELD LN",-104.955310,39.708811,0,0,3,312,belcaro,1,0,1,999999.999999,999999.999999
DP2021100549,DP2021100549230500,61181,2305,0,theft-items-from-vehicle,theft-from-motor-vehicle,"2021-02-19 05:00:00","2021-02-19 07:00:00","2021-02-19 15:40:00",2021-02-19,2021-02-19,"2450 S UNIVERSITY BLVD",-104.959199,39.671929,0,0,3,314,university-park,1,0,1,999999.999999,999999.999999
DP2021100552,DP2021100552240400,89226,2404,0,theft-of-motor-vehicle,auto-theft,"2021-02-19 01:00:00","2021-02-18 23:00:00","2021-02-19 14:40:00",2021-02-19,2021-02-19,"4105 N STUART ST",-105.043015,39.772638,0,0,1,111,berkeley,1,0,1,999999.999999,999999.999999
DP2021100605,DP2021100605240400,91395,2404,0,theft-of-motor-vehicle,auto-theft,"2021-02-19 08:00:00","2021-02-19 05:30:00","2021-02-19 15:30:00",2021-02-19,2021-02-19,"4419 W 50TH AVE",-105.044400,39.787800,0,0,1,111,regis,1,0,1,999999.999999,999999.999999
DP2021100626,DP2021100626299901,159434,2999,1,criminal-mischief-mtr-veh,public-disorder,"2021-02-19 14:00:00","2021-02-19 08:30:00","2021-02-19 15:57:00",2021-02-19,2021-02-19,"3649 N JASON ST",-104.999514,39.767448,0,0,1,113,highland,1,0,1,999999.999999,999999.999999
DP2021100655,DP2021100655240400,84351,2404,0,theft-of-motor-vehicle,auto-theft,"2021-02-19 01:00:00","2021-02-19 08:45:00","2021-02-19 16:16:00",2021-02-19,2021-02-19,"8100 W QUINCY AVE",-105.088034,39.638115,0,0,4,423,marston,1,0,1,999999.999999,999999.999999
DP202110066,DP202110066240400,77984,2404,0,theft-of-motor-vehicle,auto-theft,"2021-01-06 00:00:00","2021-01-06 08:00:00","2021-01-06 18:42:00",2021-01-06,2021-01-06,"1222 S FEDERAL BLVD",-105.024567,39.694199,0,0,4,422,ruby-hill,1,0,1,999999.999999,999999.999999
DP2021100665,DP2021100665501600,6057,5016,0,violation-of-restraining-order,all-other-crimes,"2021-02-19 16:36:00",NULL,"2021-02-19 16:36:00",2021-02-19,2021-02-19,"12300 BLK E ALBROOK DR",-104.844962,39.782456,0,0,5,521,montbello,1,0,1,999999.999999,999999.999999
DP2021100667,DP2021100667230500,59218,2305,0,theft-items-from-vehicle,theft-from-motor-vehicle,"2021-02-18 23:00:00","2021-02-19 08:30:00","2021-02-19 17:20:00",2021-02-18,2021-02-19,"8810 E HAMPDEN AVE",-104.886242,39.652249,0,0,3,324,hampden-south,1,0,1,999999.999999,999999.999999
DP2021100679,DP2021100679220200,26701,2202,0,burglary-residence-by-force,burglary,"2021-02-19 04:55:00","2021-02-18 21:56:00","2021-02-19 16:45:00",2021-02-19,2021-02-19,"3700 BLK N GILPIN ST",-104.966828,39.769433,0,0,2,211,cole,1,0,1,999999.999999,999999.999999
DP2021100682,DP2021100682521300,8583,5213,0,weapon-unlawful-discharge-of,all-other-crimes,"2021-02-19 16:08:00",NULL,"2021-02-19 16:08:00",2021-02-19,2021-02-19,"5661 W GREEN MEADOWS PL",-105.058124,39.678415,0,0,4,421,harvey-park,1,0,1,999999.999999,999999.999999
DP2021100732,DP2021100732230300,44710,2303,0,theft-shoplift,larceny,"2021-02-19 16:15:00","2021-02-19 09:15:00","2021-02-19 16:15:00",2021-02-19,2021-02-19,"900 E 11TH AVE",-104.975853,39.733304,0,0,6,623,capitol-hill,1,0,1,999999.999999,999999.999999
DP2021100732,DP2021100732570700,21643,5707,0,criminal-trespassing,all-other-crimes,"2021-02-19 16:15:00","2021-02-19 09:15:00","2021-02-19 16:15:00",2021-02-19,2021-02-19,"900 E 11TH AVE",-104.975853,39.733304,0,0,6,623,capitol-hill,1,0,1,999999.999999,999999.999999
DP2021100744,DP2021100744220400,48286,2204,0,burglary-residence-no-force,burglary,"2021-02-19 05:39:00","2021-02-19 03:00:00","2021-02-19 18:07:00",2021-02-19,2021-02-19,"2000 BLK S WILLIAMS ST",-104.966060,39.680136,0,0,3,313,university,1,0,1,999999.999999,999999.999999
DP2021100765,DP2021100765230300,45295,2303,0,theft-shoplift,larceny,"2021-02-19 16:37:00",NULL,"2021-02-19 17:26:00",2021-02-19,2021-02-19,"1090 N OGDEN ST",-104.975009,39.733512,0,0,6,623,capitol-hill,1,0,1,999999.999999,999999.999999
DP2021100770,DP2021100770359900,175076,3599,0,drug-pcs-other-drug,drug-alcohol,"2021-02-19 17:14:00","2021-02-19 11:41:00","2021-02-19 18:41:00",2021-02-19,2021-02-19,"900 W ALAMEDA AVE",-104.997323,39.710777,0,0,3,312,baker,1,0,1,999999.999999,999999.999999
DP2021100787,DP2021100787220500,36672,2205,0,burglary-business-no-force,burglary,"2021-02-19 16:51:00","2021-02-19 09:51:00","2021-02-19 19:45:00",2021-02-19,2021-02-19,"2535 E 40TH AVE",-104.955532,39.773208,0,0,2,212,elyria-swansea,1,0,1,999999.999999,999999.999999
DP2021100824,DP2021100824131600,33214,1316,0,threats-to-injure,public-disorder,"2021-02-19 17:10:00",NULL,"2021-02-19 17:32:00",2021-02-19,2021-02-19,"757 E 20TH AVE",-104.977538,39.748084,0,0,6,621,five-points,1,0,1,999999.999999,999999.999999
DP2021100829,DP2021100829299901,146589,2999,1,criminal-mischief-mtr-veh,public-disorder,"2021-02-03 19:00:00","2021-02-05 11:59:00","2021-02-19 17:19:00",2021-02-03,2021-02-19,"8100 BLK W QUINCY AVE",-105.088034,39.638115,0,0,4,423,marston,1,0,1,999999.999999,999999.999999
DP2021100867,DP2021100867240400,98002,2404,0,theft-of-motor-vehicle,auto-theft,"2021-02-19 16:00:00","2021-02-19 09:15:00","2021-02-19 18:54:00",2021-02-19,2021-02-19,"660 N VRAIN ST",-105.045977,39.727828,0,0,1,122,villa-park,1,0,1,999999.999999,999999.999999
DP2021100878,DP2021100878240400,89072,2404,0,theft-of-motor-vehicle,auto-theft,"2021-02-19 17:28:00","2021-02-19 10:30:00","2021-02-19 18:10:00",2021-02-19,2021-02-19,"1370 N YATES ST",-105.050631,39.737855,0,0,1,122,west-colfax,1,0,1,999999.999999,999999.999999
DP2021100904,DP2021100904240400,101240,2404,0,theft-of-motor-vehicle,auto-theft,"2021-02-19 01:00:00","2021-02-19 11:00:00","2021-02-19 20:56:00",2021-02-19,2021-02-19,"9600 E GIRARD AVE",-104.876709,39.653945,0,0,3,323,hampden,1,0,1,999999.999999,999999.999999
DP2021100908,DP2021100908240400,94402,2404,0,theft-of-motor-vehicle,auto-theft,"2021-02-19 18:00:00","2021-02-19 11:05:00","2021-02-19 18:32:00",2021-02-19,2021-02-19,"4034 N OSAGE ST",-105.005056,39.772468,0,0,1,112,sunnyside,1,0,1,999999.999999,999999.999999
DP2021100916,DP2021100916220400,27395,2204,0,burglary-residence-no-force,burglary,"2021-02-19 05:00:00","2021-02-19 04:00:00","2021-02-19 18:10:00",2021-02-19,2021-02-19,"100 BLK W 9TH AVE",-104.989809,39.729407,0,0,6,611,civic-center,1,0,1,999999.999999,999999.999999
DP2021100919,DP2021100919240400,102490,2404,0,theft-of-motor-vehicle,auto-theft,"2021-02-13 23:30:00","2021-02-19 10:00:00","2021-02-19 18:11:00",2021-02-13,2021-02-19,"1911 S JOSEPHINE ST",-104.958122,39.681577,0,0,3,314,university-park,1,0,1,999999.999999,999999.999999
DP2021100923,DP2021100923230500,71505,2305,0,theft-items-from-vehicle,theft-from-motor-vehicle,"2021-02-18 02:00:00","2021-02-19 08:00:00","2021-02-19 19:54:00",2021-02-18,2021-02-19,"3400 S LOWELL BLVD",-105.030256,39.658628,0,0,4,423,harvey-park-south,1,0,1,999999.999999,999999.999999
DP2021100943,DP2021100943230300,49390,2303,0,theft-shoplift,larceny,"2021-02-19 18:21:00",NULL,"2021-02-20 04:48:00",2021-02-19,2021-02-20,"801 16TH ST",-104.993056,39.746038,0,0,6,611,cbd,1,0,1,999999.999999,999999.999999
DP2021100958,DP2021100958240400,96220,2404,0,theft-of-motor-vehicle,auto-theft,"2021-02-16 02:00:00","2021-02-17 07:30:00","2021-02-19 18:47:00",2021-02-16,2021-02-19,"19656 E 50TH AVE",-104.760996,39.787277,0,0,5,523,gateway-green-valley-ranch,1,0,1,999999.999999,999999.999999
DP2021100968,DP2021100968230500,53165,2305,0,theft-items-from-vehicle,theft-from-motor-vehicle,"2021-02-19 00:30:00","2021-02-19 08:54:00","2021-02-19 20:20:00",2021-02-19,2021-02-19,"1663 S UTICA ST",-105.045491,39.686520,0,0,4,421,mar-lee,1,0,1,999999.999999,999999.999999
DP2021100991,DP2021100991131600,33569,1316,0,threats-to-injure,public-disorder,"2021-02-19 18:35:00",NULL,"2021-02-19 18:51:00",2021-02-19,2021-02-19,"8450 E COLFAX AVE",-104.889827,39.739893,0,0,2,223,east-colfax,1,0,1,999999.999999,999999.999999
DP2021101005,DP2021101005131500,28338,1315,0,aggravated-assault,aggravated-assault,"2021-02-19 03:00:00","2021-02-18 23:59:00","2021-02-19 18:56:00",2021-02-19,2021-02-19,"500 BLK N WASHINGTON ST",-104.978441,39.724792,0,0,3,311,speer,1,0,1,999999.999999,999999.999999
DP2021101012,DP2021101012131502,29038,1315,2,menacing-felony-w-weap,aggravated-assault,"2021-02-19 18:45:00",NULL,"2021-02-19 19:48:00",2021-02-19,2021-02-19,"4580 N DEARBORN ST",-104.819561,39.778403,0,0,5,521,montbello,1,0,2,999999.999999,999999.999999
DP2021101024,DP2021101024570700,18162,5707,0,criminal-trespassing,all-other-crimes,"2021-02-19 19:06:00",NULL,"2021-02-19 21:31:00",2021-02-19,2021-02-19,"4655 N HUMBOLDT ST",-104.971389,39.781142,0,0,2,212,elyria-swansea,1,0,1,999999.999999,999999.999999
DP2021101046,DP2021101046239900,81990,2399,0,theft-other,larceny,"2021-02-19 15:45:00",NULL,"2021-02-19 23:05:00",2021-02-19,2021-02-19,"1300 BLK N ELATI ST",-104.993910,39.738037,0,0,6,611,civic-center,1,0,1,999999.999999,999999.999999
DP2021101063,DP2021101063240400,95584,2404,0,theft-of-motor-vehicle,auto-theft,"2021-02-19 03:30:00","2021-02-19 11:30:00","2021-02-19 19:48:00",2021-02-19,2021-02-19,"1133 W 8TH AVE",-105.002312,39.729054,0,0,1,123,lincoln-park,1,0,1,999999.999999,999999.999999
DP2021101144,DP2021101144240400,90310,2404,0,theft-of-motor-vehicle,auto-theft,"2021-02-19 09:00:00","2021-02-19 06:00:00","2021-02-19 20:40:00",2021-02-19,2021-02-19,"6875 E ILIFF AVE",-104.909753,39.675098,0,0,3,323,goldsmith,1,0,1,999999.999999,999999.999999
DP2021101152,DP2021101152131300,16743,1313,0,assault-simple,other-crimes-against-persons,"2021-02-19 20:07:00",NULL,"2021-02-19 20:59:00",2021-02-19,2021-02-19,"1700 BLK N PONTIAC ST",-104.906138,39.744564,0,0,2,223,south-park-hill,1,0,1,999999.999999,999999.999999
DP2021101157,DP2021101157240400,106047,2404,0,theft-of-motor-vehicle,auto-theft,"2021-02-19 13:45:00","2021-02-19 12:00:00","2021-02-19 20:49:00",2021-02-19,2021-02-19,"4770 N FOX ST",-104.994026,39.783076,0,0,1,112,globeville,1,0,1,999999.999999,999999.999999
DP2021101175,DP2021101175521201,164240,5212,1,weapon-by-prev-offender-powpo,all-other-crimes,"2021-02-20 01:22:00",NULL,"2021-02-20 01:22:00",2021-02-20,2021-02-20,"S DECATUR ST / W MEXICO AVE",-105.022708,39.685892,0,0,4,422,ruby-hill,1,0,1,999999.999999,999999.999999
DP2021101178,DP2021101178220400,27646,2204,0,burglary-residence-no-force,burglary,"2021-02-18 22:00:00","2021-02-19 12:00:00","2021-02-19 20:18:00",2021-02-18,2021-02-19,"1900 BLK N PENNSYLVANIA ST",-104.980941,39.746803,0,0,6,621,north-capitol-hill,1,0,1,999999.999999,999999.999999
DP2021101196,DP2021101196120500,30619,1205,0,robbery-street,robbery,"2021-02-19 20:00:00",NULL,"2021-02-19 23:01:00",2021-02-19,2021-02-19,"3200 W 14TH AVE",-105.028429,39.738806,0,0,1,122,west-colfax,1,0,1,999999.999999,999999.999999
DP2021101205,DP2021101205240400,92792,2404,0,theft-of-motor-vehicle,auto-theft,"2021-02-05 14:30:00","2021-02-19 12:30:00","2021-02-19 23:15:00",2021-02-05,2021-02-19,"7001 N YAMPA ST",-104.775233,39.824055,0,0,5,522,dia,1,0,1,999999.999999,999999.999999
DP2021101215,DP2021101215220200,26373,2202,0,burglary-residence-by-force,burglary,"2021-02-16 14:30:00","2021-02-18 17:00:00","2021-02-19 20:48:00",2021-02-16,2021-02-19,"1500 BLK N VALENTIA ST",-104.891215,39.741413,0,0,2,223,east-colfax,1,0,1,999999.999999,999999.999999
DP2021101226,DP2021101226230400,54778,2304,0,theft-parts-from-vehicle,theft-from-motor-vehicle,"2021-02-09 14:00:00","2021-02-19 10:00:00","2021-02-19 20:45:00",2021-02-09,2021-02-19,"1523 N QUITMAN ST",-105.040725,39.740914,0,0,1,121,west-colfax,1,0,1,999999.999999,999999.999999
DP2021101248,DP2021101248230500,65735,2305,0,theft-items-from-vehicle,theft-from-motor-vehicle,"2021-02-19 20:25:00","2021-02-19 13:50:00","2021-02-19 21:57:00",2021-02-19,2021-02-19,"500 S SANTA FE DR",-104.998457,39.724247,0,0,3,311,baker,1,0,1,999999.999999,999999.999999
DP2021101296,DP2021101296230400,63659,2304,0,theft-parts-from-vehicle,theft-from-motor-vehicle,"2021-02-18 23:00:00","2021-02-19 14:00:00","2021-02-19 21:45:00",2021-02-18,2021-02-19,"775 S ALTON WAY",-104.876218,39.701179,0,0,3,321,windsor,1,0,1,999999.999999,999999.999999
DP2021101300,DP2021101300230300,49108,2303,0,theft-shoplift,larceny,"2021-02-19 20:45:00","2021-02-19 14:00:00","2021-02-19 21:17:00",2021-02-19,2021-02-19,"4100 E MEXICO AVE",-104.940137,39.685190,0,0,3,322,virginia-village,1,0,1,999999.999999,999999.999999
DP2021101312,DP2021101312239900,69315,2399,0,theft-other,larceny,"2021-02-17 01:06:00",NULL,"2021-02-19 23:39:00",2021-02-17,2021-02-19,"3625 E COLFAX AVE",-104.944390,39.740328,0,0,2,213,city-park,1,0,1,999999.999999,999999.999999
DP202110139,DP202110139299900,148676,2999,0,criminal-mischief-other,public-disorder,"2021-01-06 10:08:00","2021-01-06 04:50:00","2021-01-06 17:42:00",2021-01-06,2021-01-06,"900 N GRANT ST",-104.983337,39.730922,0,0,6,623,capitol-hill,1,0,1,999999.999999,999999.999999
DP2021101391,DP2021101391357100,154835,3571,0,drug-methampetamine-sell,drug-alcohol,"2021-02-19 22:00:00",NULL,"2021-02-20 01:44:00",2021-02-19,2021-02-20,"3500 BLOCK N WOLFF ST",-105.048682,39.765953,0,0,1,113,west-highland,1,0,1,999999.999999,999999.999999
DP2021101402,DP2021101402230500,58110,2305,0,theft-items-from-vehicle,theft-from-motor-vehicle,"2021-02-19 21:00:00","2021-02-19 14:50:00","2021-02-20 00:09:00",2021-02-19,2021-02-20,"1700 BLOCK WYNKOOP ST",-104.999376,39.752887,0,0,6,612,union-station,1,0,1,999999.999999,999999.999999
DP202110141,DP202110141240400,89207,2404,0,theft-of-motor-vehicle,auto-theft,"2021-01-06 14:00:00","2021-01-06 10:40:00","2021-01-06 18:36:00",2021-01-06,2021-01-06,"2900 N DOWNING ST",-104.972992,39.758633,0,0,2,211,whittier,1,0,1,999999.999999,999999.999999
